"id","tag_number","before_weight","after_weight","difference","adjustment","final_weight","product_number","created_at","updated_at","product_type","barcode_weight","lot_id"
"389","N02","13.34","13.8","0.46","0.458","0.41","N020041__777.9001766104296","2024-12-28 08:53:40.260","2024-12-30 07:29:58.943","active","13.860","42"
"390","N02","13.26","13.67","0.41","0.408","0.37","N020037__844.4609081086223","2024-12-28 08:53:57.277","2024-12-30 07:31:20.070","active","13.730","42"
"391","N02","20.62","21.28","0.66","0.658","0.59","N020059__694.5639713567892","2024-12-28 08:54:15.748","2024-12-30 07:40:26.559","active","21.130","42"
"392","N02","20.65","21.27","0.62","0.618","0.56","N020056__803.3572277510401","2024-12-28 08:54:33.228","2024-12-30 07:41:10.567","active","21.150","42"
"393","N02","17.09","17.47","0.38","0.378","0.34","N020034__845.478985217827","2024-12-28 08:54:50.444","2024-12-30 07:34:36.558","active","17.800","42"
"394","N02","17.14","17.45","0.31","0.308","0.28","N020028__942.5572087433627","2024-12-28 08:55:07.188","2024-12-30 07:35:23.214","active","17.760","42"
"395","N02","17.15","17.48","0.33","0.328","0.3","N020030__634.7540073421374","2024-12-28 08:55:27.332","2024-12-30 07:37:39.502","active","17.880","42"
"396","N02","20.67","21.33","0.66","0.658","0.59","N020059__387.3065855597719","2024-12-28 08:55:47.516","2024-12-30 07:43:14.822","active","21.170","42"
"397","N03","21.27","22.18","0.91","0.91","0.82","N030082__797.6261198285013","2024-12-28 12:20:25.295","2024-12-30 07:05:28.420","active","21.610","43"
"398","N03","21.37","22.28","0.91","0.91","0.82","N030082__318.5064741955721","2024-12-28 12:21:01.939","2024-12-30 07:06:49.629","active","21.760","43"
"399","N03","21.41","22.32","0.91","0.91","0.82","N030082__674.5354165733413","2024-12-28 12:21:14.650","2024-12-30 07:08:55.678","active","21.770","43"
"400","N03","36.17","37.38","1.21","1.21","1.09","N030109__322.78760500357185","2024-12-28 12:21:29.178","2024-12-30 07:10:16.996","active","36.480","43"
"401","N03","36.05","37.24","1.19","1.19","1.07","N030107__10.172007879545308","2024-12-28 12:21:40.411","2024-12-30 07:11:08.189","active","36.320","43"
"402","N03","36.1","37.26","1.16","1.16","1.04","N030104__584.7819771387974","2024-12-28 12:21:51.812","2024-12-30 07:12:08.661","active","36.430","43"
"403","N04","20.39","21.29","0.9","0.9","0.81","N040081__506.40166430138913","2024-12-28 14:57:00.855","2025-01-08 13:37:44.311","active","21.520","44"
"404","N04","35.32","36.25","0.93","0.93","0.84","N040084__892.2632156225538","2024-12-28 14:57:29.179","2025-01-08 13:36:47.116","active","36.130","44"
"405","N04","20.43","21.31","0.88","0.88","0.79","N040079__615.1339412130629","2024-12-28 14:57:53.508","2025-01-08 13:39:15.621","active","21.530","44"
"406","N04","35.88","36.76","0.88","0.88","0.79","N040079__612.5388112990578","2024-12-28 14:58:16.307","2025-01-08 13:38:30.580","active","36.750","44"
"407","N05","10.31","10.81","0.5","0.5","0.45","N050045__415.3078776611727","2024-12-28 16:54:16.478","2024-12-30 11:07:58.612","active","10.540","45"
"408","N05","2.03","2.24","0.21","0.21","0.19","N050019__246.5657555798413","2024-12-28 16:54:44.532","2024-12-30 11:11:28.656","active","2.160","45"
"409","N05","2.21","2.38","0.17","0.17","0.15","N050015__904.1985822973749","2024-12-28 16:54:59.235","2024-12-30 11:12:54.583","active","2.320","45"
"410","N05","2.06","2.19","0.13","0.13","0.12","N050012__860.6572170738509","2024-12-28 16:55:16.372","2024-12-30 11:13:39.265","active","2.130","45"
"411","N05","2.14","2.32","0.18","0.18","0.16","N050016__813.9045142771732","2024-12-28 16:55:31.915","2024-12-30 11:14:22.911","active","2.250","45"
"412","N05","1.98","2.2","0.22","0.22","0.2","N050020__823.3592355676245","2024-12-28 16:55:59.644","2024-12-30 11:15:24.583","active","2.130","45"
"413","N05","2.05","2.24","0.19","0.19","0.17","N050017__77.17026088141088","2024-12-28 16:56:15.180","2024-12-30 11:16:04.182","active","2.170","45"
"414","N05","2.05","2.2","0.15","0.15","0.14","N050014__61.41564936531907","2024-12-28 16:56:41.699","2024-12-30 11:16:59.942","active","2.140","45"
"415","N05","1.97","2.15","0.18","0.18","0.16","N050016__888.4005542344686","2024-12-28 16:57:12.613","2024-12-30 11:17:45.262","active","2.080","45"
"416","N05","2.01","2.2","0.19","0.19","0.17","N050017__559.1748363230229","2024-12-28 16:57:39.651","2024-12-30 11:19:24.036","active","2.150","45"
"417","N05","2.04","2.23","0.19","0.19","0.17","N050017__450.4462561417313","2024-12-28 16:58:02.668","2024-12-30 11:20:33.452","active","2.180","45"
"418","N05","2.2","2.43","0.23","0.23","0.21","N050021__926.3967284913988","2024-12-28 16:59:23.180","2024-12-30 11:18:42.975","active","2.360","45"
"419","N07","29.68","30.36","0.68","0.68","0.61","N070061__462.49051926816566","2024-12-30 14:29:43.669","2024-12-30 14:38:01.339","active","29.570","46"
"420","N07","29.66","30.34","0.68","0.68","0.61","N070061__722.906531265701","2024-12-30 14:30:12.595","2024-12-30 14:36:35.369","active","29.670","46"
"421","N07","18.51","18.84","0.33","0.33","0.3","N070030__842.8906317320308","2024-12-30 14:30:27.923","2024-12-30 14:38:45.329","active","18.400","46"
"422","N07","18.51","18.87","0.36","0.36","0.32","N070032__528.3167542038269","2024-12-30 14:30:44.926","2024-12-30 14:39:43.145","active","18.420","46"
"423","N07","29.61","30.28","0.67","0.67","0.6","N070060__0.37","2024-12-30 14:31:02.058","2024-12-30 14:34:58.509","active","29.570","46"
"424","N07","18.5","18.85","0.35","0.35","0.32","N070032__216.56649165496523","2024-12-30 14:31:15.874","2024-12-30 14:40:25.032","active","18.390","46"
"427","N06","36.36","37.3","0.94","0.94","0.85","N060085__1.00","2024-12-31 13:28:01.168","2024-12-31 14:26:54.625","active","36.390","47"
"428","N06","21.45","21.98","0.53","0.53","0.48","N060048__567.2909535351745","2024-12-31 13:28:43.758","2024-12-31 14:28:30.098","active","21.540","47"
"429","N06","20.83","21.41","0.58","0.58","0.52","N060052__793.6752255617039","2024-12-31 13:29:13.957","2024-12-31 14:30:06.530","active","21.530","47"
"430","N06","20.61","21.43","0.82","0.82","0.74","N060074__234.10289081529046","2024-12-31 13:29:31.380","2024-12-31 14:32:24.867","active","21.480","47"
"431","N06","20.7","21.06","0.36","0.36","0.32","N060032__279.40412949665074","2024-12-31 13:29:49.173","2024-12-31 14:34:14.601","active","21.220","47"
"432","N06","21.11","21.58","0.47","0.47","0.42","N060042__746.0895490779225","2024-12-31 13:30:05.261","2024-12-31 14:39:43.943","active","21.000","47"
"433","N06","21.36","21.97","0.61","0.61","0.55","N060055__926.9690607709032","2024-12-31 13:30:18.542","2024-12-31 14:40:47.819","active","21.430","47"
"434","N06","21.43","22.29","0.86","0.86","0.77","N060077__243.119290824954","2024-12-31 13:30:30.405","2024-12-31 14:42:35.059","active","21.640","47"
"435","N06","21.1","22.02","0.92","0.92","0.83","N060083__546.4487488292344","2024-12-31 13:30:43.309","2024-12-31 14:43:57.031","active","21.510","47"
"436","N06","21.55","22.4","0.85","0.85","0.77","N060077__813.9167304716636","2024-12-31 13:31:00.469","2024-12-31 14:45:15.121","active","21.710","47"
"437","N06","21.65","22.55","0.9","0.9","0.81","N060081__608.122438230652","2024-12-31 13:31:12.966","2024-12-31 14:46:08.824","active","21.920","47"
"438","N06","35.67","36.53","0.86","0.86","0.77","N060077__61.83639361840743","2024-12-31 13:31:29.149","2024-12-31 14:47:39.994","active","36.770","47"
"439","N06","35.61","36.78","1.17","1.17","1.05","N060105__751.4251862381201","2024-12-31 13:31:43.685","2024-12-31 14:49:39.600","active","36.580","47"
"440","N08","13.71","14","0.29","0.29","0.26","N080026__426.7060948195565","2024-12-31 16:24:21.117","2025-01-02 13:00:13.974","active","13.690","48"
"441","N08","16.3","16.64","0.34","0.34","0.31","N080031__912.4437461958164","2024-12-31 16:24:40.200","2025-01-02 13:11:30.510","active","17.010","48"
"442","N08","13.56","13.83","0.27","0.27","0.24","N080024__496.9820951410799","2024-12-31 16:25:05.326","2025-01-02 13:15:43.774","active","13.940","48"
"443","N08","14.36","14.54","0.18","0.18","0.16","N080016__217.63046136985164","2024-12-31 16:25:27.087","2025-01-02 13:16:38.871","active","14.400","48"
"444","N08","16.96","17.25","0.29","0.29","0.26","N080026__550.3560027147176","2024-12-31 16:25:47.030","2025-01-02 13:18:05.709","active","17.610","48"
"445","N08","18.97","19.51","0.54","0.54","0.49","N080049__129.27167133888463","2024-12-31 16:26:19.726","2025-01-02 12:14:14.241","active","19.830","48"
"446","N08","27.72","28.56","0.84","0.84","0.76","N080076__85.99442952784942","2024-12-31 16:26:41.990","2025-01-02 12:53:58.822","active","28.710","48"
"447","N08","22.01","22.4","0.39","0.39","0.35","N080035__932.9763472848915","2024-12-31 16:27:10.965","2025-01-02 12:55:04.057","active","21.950","48"
"448","N08","20.95","21.4","0.45","0.45","0.41","N080041__23.24974404472613","2024-12-31 16:27:39.838","2025-01-02 12:55:57.327","active","21.640","48"
"449","N08","22.57","23.01","0.44","0.44","0.4","N080040__226.1262921513525","2024-12-31 16:28:08.670","2025-01-02 12:56:54.463","active","22.610","48"
"450","N08","27.62","28.19","0.57","0.57","0.51","N080051__52.56118690226841","2024-12-31 16:28:30.871","2025-01-02 12:57:56.369","active","28.360","48"
"451","N08","27.74","28.27","0.53","0.53","0.48","N080048__286.7493024090453","2024-12-31 16:28:58.018","2025-01-02 12:58:53.838","active","28.430","48"
"452","N09","13.29","13.65","0.36","0.355","0.32","N090032__372.9992772414308","2025-01-01 11:49:27.644","2025-01-02 17:04:03.826","active","13.760","49"
"453","N09","14.09","14.71","0.62","0.615","0.55","N090055__568.320025624441","2025-01-01 11:49:45.552","2025-01-02 17:05:29.528","active","14.710","49"
"454","N09","13.93","14.34","0.41","0.405","0.36","N090036__96.72341810653617","2025-01-01 11:49:57.360","2025-01-02 17:06:35.707","active","14.400","49"
"455","N09","14.41","15","0.59","0.585","0.53","N090053__329.6692212366075","2025-01-01 11:50:17.512","2025-01-02 17:07:51.601","active","15.040","49"
"456","N09","14.11","14.54","0.43","0.425","0.38","N090038__864.6017992600963","2025-01-01 11:50:33.784","2025-01-02 17:09:00.009","active","14.660","49"
"457","N09","20.6","21.18","0.58","0.575","0.52","N090052__782.5185364942988","2025-01-01 11:51:07.263","2025-01-02 17:10:12.673","active","21.020","49"
"458","N09","21.43","22.31","0.88","0.875","0.79","N090079__416.46379213669536","2025-01-01 11:51:24.761","2025-01-02 17:11:26.851","active","21.640","49"
"459","N09","16.99","17.73","0.74","0.735","0.66","N090066__407.63316051112895","2025-01-01 11:51:38.496","2025-01-02 17:12:35.522","active","18.610","49"
"460","N09","13.57","14.04","0.47","0.465","0.42","N090042__718.8328520127474","2025-01-01 11:52:08.720","2025-01-02 16:52:12.188","active","14.970","49"
"461","N09","20.4","21.25","0.85","0.845","0.76","N090076__498.2035126818278","2025-01-01 11:52:35.496","2025-01-02 16:54:28.948","active","21.250","49"
"462","N09","20.56","21.06","0.5","0.495","0.45","N090045__779.798093938713","2025-01-01 11:52:49.544","2025-01-02 16:55:55.895","active","20.990","49"
"463","N09","20.33","20.94","0.61","0.605","0.54","N090054__323.69231198340054","2025-01-01 11:53:05.856","2025-01-02 16:57:17.972","active","20.900","49"
"464","N09","34.82","36.09","1.27","1.265","1.14","N090114__693.4881382432836","2025-01-01 11:53:39.935","2025-01-02 16:58:59.972","active","35.220","49"
"465","N09","20.84","21.6","0.76","0.755","0.68","N090068__167.00479834558402","2025-01-01 11:53:51.511","2025-01-02 17:00:17.140","active","21.680","49"
"466","N09","25.18","26.36","1.18","1.175","1.06","N090106__750.8292624237836","2025-01-01 11:55:54.935","2025-01-02 17:01:28.811","active","27.310","49"
"467","N09","19.19","19.82","0.63","0.625","0.56","N090056__155.72676675819207","2025-01-01 11:56:15.479","2025-01-02 17:02:43.012","active","21.200","49"
"468","V","","","","","","Z010046__504.3916641054793","2025-01-02 06:35:19.448","2025-01-02 06:35:19.446","active","15.520","23"
"469","V","","","","","","Z010053__974.1315751530834","2025-01-02 06:37:01.606","2025-01-02 06:37:01.605","active","17.860","23"
"470","V","","","","","","Z010108__719.4661797579138","2025-01-02 06:39:05.021","2025-01-02 06:39:05.019","active","36.280","23"
"471","N10","13.2","13.84","0.64","0.636","0.57","N100057__493.50836380310193","2025-01-03 16:54:13.973","2025-01-06 08:52:25.070","active","13.800","50"
"472","N10","13.69","14.48","0.79","0.786","0.71","N100071__211.34342448720722","2025-01-03 16:54:37.067","2025-01-06 08:53:36.890","active","14.540","50"
"473","N10","13.59","14.26","0.67","0.666","0.6","N100060__465.30082790168905","2025-01-03 16:54:54.658","2025-01-06 08:54:54.226","active","14.340","50"
"474","N10","20.51","21.23","0.72","0.716","0.64","N100064__165.05050070836091","2025-01-03 16:55:14.283","2025-01-06 08:41:37.036","active","21.380","50"
"475","N10","20.58","21.45","0.87","0.866","0.78","N100078__59.57024970420166","2025-01-03 16:55:29.986","2025-01-06 08:43:45.486","active","21.650","50"
"476","N10","13.69","14.36","0.67","0.666","0.6","N100060__520.2321560695744","2025-01-03 16:56:04.298","2025-01-06 08:47:36.556","active","14.380","50"
"477","N10","13.53","14.19","0.66","0.656","0.59","N100059__610.4635104220697","2025-01-03 16:56:19.739","2025-01-06 08:48:27.187","active","14.270","50"
"478","N10","20.61","21.39","0.78","0.776","0.7","N100070__386.7778156007591","2025-01-03 16:56:49.826","2025-01-06 08:49:20.122","active","21.530","50"
"479","N10","20.5","21.4","0.9","0.896","0.81","N100081__153.37358043969695","2025-01-03 16:57:09.595","2025-01-06 08:50:09.675","active","21.580","50"
"480","N10","20.51","21.51","1","0.996","0.9","N100090__423.8102623464017","2025-01-03 16:57:29.323","2025-01-06 08:50:53.194","active","21.740","50"
"481","N11","13.93","14.38","0.45","0.449","0.4","N110040__0.63","2025-01-04 14:31:25.605","2025-01-07 13:30:42.265","active","14.400","51"
"482","N11","14.09","14.56","0.47","0.469","0.42","N110042__219.15108704309705","2025-01-04 14:31:51.213","2025-01-07 13:35:29.899","active","14.640","51"
"483","N11","21.05","21.8","0.75","0.749","0.67","N110067__614.7251077702491","2025-01-04 14:33:15.247","2025-01-07 13:36:28.515","active","21.660","51"
"484","N11","13.87","14.24","0.37","0.369","0.33","N110033__246.7540029606514","2025-01-04 14:33:32.597","2025-01-07 13:37:43.850","active","14.210","51"
"485","N11","21.29","21.94","0.65","0.649","0.58","N110058__232.90677085296952","2025-01-04 14:33:52.285","2025-01-07 13:38:57.339","active","22.170","51"
"486","N11","18.18","18.88","0.7","0.699","0.63","N110063__898.3937358891692","2025-01-04 14:34:15.716","2025-01-07 13:40:49.907","active","18.560","51"
"487","N11","21.17","21.71","0.54","0.539","0.49","N110049__703.4644384197517","2025-01-04 14:34:32.508","2025-01-07 13:41:59.635","active","21.550","51"
"488","N11","20.83","21.44","0.61","0.609","0.55","N110055__847.8139084206962","2025-01-04 14:34:49.325","2025-01-07 13:44:08.803","active","21.270","51"
"489","N11","26.97","28.03","1.06","1.059","0.95","N110095__824.3769100336067","2025-01-04 14:35:10.007","2025-01-07 13:45:14.916","active","27.400","51"
"490","N11","34.14","35.05","0.91","0.909","0.82","N110082__231.18510152380068","2025-01-04 14:35:36.733","2025-01-07 13:45:52.755","active","35.330","51"
"491","D60","13.7","14.27","0.57","0.56","0.5","D600050__681.0753880940609","2025-01-06 14:06:01.858","2025-01-07 16:08:38.283","active","15.140","52"
"492","D60","14.26","15.03","0.77","0.76","0.68","D600068__357.32036826697697","2025-01-06 14:06:27.295","2025-01-07 16:09:49.000","active","15.210","52"
"493","D60","13.77","14.32","0.55","0.54","0.49","D600049__237.20893711003322","2025-01-06 14:06:47.886","2025-01-07 16:10:56.905","active","14.450","52"
"494","D60","13.88","14.47","0.59","0.58","0.52","D600052__825.7745153480862","2025-01-06 14:08:52.679","2025-01-07 16:12:07.777","active","14.620","52"
"495","D60","13.71","14.34","0.63","0.62","0.56","D600056__297.76795390124545","2025-01-06 14:09:14.479","2025-01-07 16:13:08.751","active","14.470","52"
"496","D60","13.42","13.92","0.5","0.49","0.44","D600044__524.2854475085155","2025-01-06 14:10:07.519","2025-01-07 16:13:49.015","active","13.980","52"
"497","D60","14.56","15.17","0.61","0.6","0.54","D600054__402.11912104170034","2025-01-06 14:10:25.111","2025-01-07 16:14:36.463","active","15.240","52"
"498","D60","14.21","14.84","0.63","0.62","0.56","D600056__440.61381371776196","2025-01-06 14:10:46.271","2025-01-07 16:15:14.046","active","14.980","52"
"499","D60","13.85","14.4","0.55","0.54","0.49","D600049__291.2903263629527","2025-01-06 14:11:03.039","2025-01-07 16:15:54.343","active","14.440","52"
"500","D60","13.83","14.56","0.73","0.72","0.65","D600065__28.82459631474066","2025-01-06 14:11:21.552","2025-01-07 16:16:32.152","active","14.660","52"
"501","D60","37.21","39.26","2.05","2.04","1.84","D600184__385.7435429229732","2025-01-06 14:11:51.246","2025-01-08 05:58:38.962","active","39.590","52"
"502","D60","35.72","37.55","1.83","1.82","1.64","D600164__919.1953557899488","2025-01-06 14:14:10.407","2025-01-08 07:59:17.107","active","39.140","52"
"503","D60","36.48","38.08","1.6","1.59","1.43","D600143__963.7939194214226","2025-01-06 14:14:31.383","2025-01-08 08:01:59.474","active","38.600","52"
"504","D60","37.56","39.13","1.57","1.56","1.4","D600140__778.0257290140662","2025-01-06 14:14:48.999","2025-01-08 08:03:53.795","active","39.600","52"
"505","D60","36.16","37.42","1.26","1.25","1.13","D600113__34.65392872851658","2025-01-06 14:15:05.599","2025-01-08 08:08:23.922","active","37.890","52"
"506","D60","36.5","38.08","1.58","1.57","1.41","D600141__672.223018433307","2025-01-06 14:15:20.870","2025-01-08 08:09:48.570","active","38.590","52"
"507","D60","35.56","37","1.44","1.43","1.29","D600129__891.9017615737947","2025-01-06 14:15:36.631","2025-01-08 08:10:38.851","active","37.340","52"
"508","D61","35.52","36.88","1.36","1.36","1.22","D610122__38.740631168215465","2025-01-08 05:16:17.182","2025-01-09 06:56:16.987","active","37.010","53"
"509","D61","33.95","35.75","1.8","1.8","1.62","D610162__749.5498759173487","2025-01-08 05:16:29.636","2025-01-09 06:57:46.434","active","37.760","53"
"510","D61","35.91","37.19","1.28","1.28","1.15","D610115__912.5315396005811","2025-01-08 05:16:43.580","2025-01-09 06:58:25.779","active","36.920","53"
"511","D61","13.68","14.29","0.61","0.61","0.55","D610055__916.6155740937321","2025-01-08 05:16:56.572","2025-01-09 06:59:08.120","active","14.330","53"
"512","D61","14.26","14.89","0.63","0.63","0.57","D610057__179.4133314607711","2025-01-08 05:17:11.476","2025-01-09 11:09:53.768","active","14.620","53"
"513","D61","21.12","22.1","0.98","0.98","0.88","D610088__450.72980598699485","2025-01-08 05:17:22.668","2025-01-09 07:00:25.860","active","22.140","53"
"514","D61","21.13","22.04","0.91","0.91","0.82","D610082__977.9600766369116","2025-01-08 05:17:34.659","2025-01-09 07:01:22.036","active","22.070","53"
"515","D61","20.97","21.87","0.9","0.9","0.81","D610081__634.3810760265059","2025-01-08 05:17:46.451","2025-01-09 07:02:03.719","active","22.080","53"
"516","D61","20.86","21.66","0.8","0.8","0.72","D610072__837.7273745285978","2025-01-08 05:18:04.635","2025-01-09 07:02:51.503","active","22.300","53"
"517","D61","21.2","22.06","0.86","0.86","0.77","D610077__747.4964611616804","2025-01-08 05:18:16.099","2025-01-09 07:03:36.863","active","22.220","53"
"518","D61","13.85","14.52","0.67","0.67","0.6","D610060__968.3298018900504","2025-01-08 05:18:28.667","2025-01-09 11:08:12.677","active","14.480","53"
"519","D61","13.67","14.24","0.57","0.57","0.51","D610051__394.2310026490039","2025-01-08 05:18:40.827","2025-01-09 07:07:03.705","active","14.250","53"
"520","D61","20.96","22.06","1.1","1.1","0.99","D610099__679.7764631473591","2025-01-08 05:18:51.371","2025-01-09 07:09:09.328","active","22.260","53"
"521","D61","14.33","15.17","0.84","0.84","0.76","D610076__755.8894092184876","2025-01-08 05:19:01.019","2025-01-09 11:06:28.497","active","15.100","53"
"522","D61","21.6","22.37","0.77","0.77","0.69","D610069__60.157256325288564","2025-01-08 05:19:12.379","2025-01-09 06:48:35.204","active","22.390","53"
"523","D61","21.12","22.16","1.04","1.04","0.94","D610094__317.3373221273086","2025-01-08 05:19:23.292","2025-01-09 06:50:41.428","active","22.330","53"
"524","D61","13.67","14.19","0.52","0.52","0.47","D610047__29.286426091943206","2025-01-08 05:19:33.755","2025-01-09 06:51:26.380","active","14.230","53"
"525","D61","14.28","14.83","0.55","0.55","0.5","D610050__160.3379034702008","2025-01-08 05:19:46.284","2025-01-09 11:04:32.345","active","14.740","53"
"526","D61","21.11","21.94","0.83","0.83","0.75","D610075__171.5808576679374","2025-01-08 05:20:00.067","2025-01-09 06:53:10.299","active","22.060","53"
"527","D61","20.06","21.01","0.95","0.95","0.85","D610085__367.0096195669996","2025-01-08 05:20:10.307","2025-01-09 06:53:47.546","active","22.200","53"
"528","N12","29.17","30.11","0.94","0.94","0.85","N120085__937.1616303757611","2025-01-08 11:27:59.390","2025-01-10 13:58:02.248","active","29.250","54"
"529","N12","28.1","29.08","0.98","0.98","0.88","N120088__618.6488453082391","2025-01-08 11:29:30.564","2025-01-10 13:59:21.827","active","28.090","54"
"530","N12","28.2","28.99","0.79","0.79","0.71","N120071__850.9958509496072","2025-01-08 11:29:46.428","2025-01-10 14:01:55.509","active","28.250","54"
"531","N12","28.26","29.2","0.94","0.94","0.85","N120085__921.2098959757964","2025-01-08 11:29:59.355","2025-01-10 13:37:07.289","active","28.240","54"
"532","N12","28.36","29.31","0.95","0.95","0.85","N120085__969.0343182269305","2025-01-08 11:30:14.691","2025-01-10 13:48:28.587","active","28.530","54"
"533","N12","28.17","29.2","1.03","1.03","0.93","N120093__738.9770368669981","2025-01-08 11:30:25.547","2025-01-10 13:51:27.967","active","28.550","54"
"534","N12","27.89","29.01","1.12","1.12","1.01","N120101__709.8914312744575","2025-01-08 11:30:38.379","2025-01-10 13:54:05.820","active","28.860","54"
"535","N12","27.86","28.77","0.91","0.91","0.82","N120082__838.1543001299532","2025-01-08 11:30:52.515","2025-01-10 13:55:25.732","active","28.610","54"
"536","N13","13.66","14.4","0.74","0.74","0.67","N130067__35.2385752616462","2025-01-08 14:00:19.187","2025-01-11 06:50:25.902","active","14.450","55"
"537","N13","13.24","13.78","0.54","0.54","0.49","N130049__109.91098689161305","2025-01-08 14:00:38.131","2025-01-11 06:52:00.918","active","13.850","55"
"538","N13","13.61","14.38","0.77","0.77","0.69","N130069__125.4117127771941","2025-01-08 14:01:03.091","2025-01-11 06:31:04.064","active","14.440","55"
"539","N13","14.13","14.74","0.61","0.61","0.55","N130055__513.9579025361871","2025-01-08 14:01:29.115","2025-01-11 06:35:28.506","active","14.730","55"
"540","N13","13.26","13.7","0.44","0.44","0.4","N130040__238.30921879881117","2025-01-08 14:01:49.714","2025-01-11 06:37:55.069","active","13.740","55"
"541","N13","13.3","13.78","0.48","0.48","0.43","N130043__76.3023705726027","2025-01-08 14:02:12.385","2025-01-11 06:39:39.017","active","13.850","55"
"542","N13","13.19","13.81","0.62","0.62","0.56","N130056__792.1094765458812","2025-01-08 14:02:32.235","2025-01-11 06:43:13.066","active","13.920","55"
"543","N13","14.24","14.89","0.65","0.65","0.59","N130059__413.6678803068703","2025-01-08 14:02:50.803","2025-01-11 06:45:00.760","active","14.580","55"
"544","N13","11.99","12.45","0.46","0.46","0.41","N130041__668.2374515517124","2025-01-08 14:03:14.059","2025-01-11 06:47:11.654","active","13.960","55"
"545","N13","13.86","14.27","0.41","0.41","0.37","N130037__227.34892031502207","2025-01-08 14:04:04.874","2025-01-11 06:49:04.383","active","14.350","55"
"546","N14","10.02","10.52","0.5","0.481","0.43","N140043__355.0426368274202","2025-01-08 15:54:12.295","2025-01-09 11:18:25.142","active","10.270","56"
"547","N14","10.01","10.55","0.54","0.521","0.47","N140047__782.6476988006578","2025-01-08 15:54:34.080","2025-01-09 11:19:39.853","active","10.310","56"
"548","N14","10.11","10.65","0.54","0.521","0.47","N140047__202.15304265649303","2025-01-08 15:54:52.118","2025-01-09 11:22:34.812","active","10.380","56"
"549","N14","10.51","10.79","0.28","0.261","0.23","N140023__733.4504427140123","2025-01-08 15:55:10.998","2025-01-09 11:23:47.639","active","10.460","56"
"550","N14","10.43","10.68","0.25","0.231","0.21","N140021__755.9581145271286","2025-01-08 15:55:42.110","2025-01-09 11:24:52.625","active","10.350","56"
"551","N14","10.5","10.73","0.23","0.211","0.19","N140019__357.92507319609433","2025-01-08 15:56:20.078","2025-01-09 11:26:20.825","active","10.480","56"
"552","N14","10.19","10.67","0.48","0.461","0.41","N140041__387.5377145948571","2025-01-08 15:56:37.407","2025-01-09 11:27:45.054","active","10.400","56"
"553","N14","10.42","10.7","0.28","0.261","0.23","N140023__704.5318543850881","2025-01-08 15:56:55.126","2025-01-09 11:29:15.823","active","10.460","56"
"554","N14","10.04","10.6","0.56","0.541","0.49","N140049__477.35520328933603","2025-01-08 15:57:15.671","2025-01-09 11:31:17.565","active","10.330","56"
"555","N14","10.18","10.69","0.51","0.491","0.44","N140044__408.99642131326266","2025-01-08 15:57:33.343","2025-01-09 11:33:47.091","active","10.330","56"
"557","N14","10.42","10.77","0.35","0.331","0.3","N140030__762.2099898875867","2025-01-08 15:59:03.085","2025-01-09 11:53:34.320","active","10.560","56"
"558","N14","10.44","10.71","0.27","0.251","0.23","N140023__628.9552499377962","2025-01-08 15:59:24.450","2025-01-09 11:55:56.417","active","10.500","56"
"559","N14","10.29","10.83","0.54","0.521","0.47","N140047__272.03621320788864","2025-01-08 15:59:47.638","2025-01-09 12:13:55.871","active","10.560","56"
"560","N14","10.17","10.67","0.5","0.481","0.43","N140043__700.0712564052996","2025-01-08 16:00:04.093","2025-01-09 12:15:09.879","active","10.420","56"
"561","N14","10.02","10.52","0.5","0.481","0.43","N140043__257.5221916185264","2025-01-08 16:02:18.709","2025-01-09 12:16:41.481","active","10.240","56"
"562","N15","7.04","7.19","0.15","0.143","0.13","N150013__290.8878408956268","2025-01-09 07:20:40.650","2025-01-10 07:37:18.288","active","7.010","57"
"563","N15","6.87","7.04","0.17","0.163","0.15","N150015__299.3540094261573","2025-01-09 07:20:57.904","2025-01-10 07:38:54.025","active","6.850","57"
"564","N15","8.21","8.59","0.38","0.373","0.34","N150034__762.2786489980924","2025-01-09 07:21:15.615","2025-01-10 07:40:19.625","active","8.410","57"
"565","N15","6.97","7.14","0.17","0.163","0.15","N150015__538.5724335672148","2025-01-09 07:21:32.775","2025-01-10 07:42:16.248","active","6.980","57"
"566","N15","8.12","8.45","0.33","0.323","0.29","N150029__277.9613797666567","2025-01-09 07:21:47.744","2025-01-10 07:43:32.351","active","8.250","57"
"567","N15","7.95","8.23","0.28","0.273","0.25","N150025__368.0382448951487","2025-01-09 07:22:06.768","2025-01-10 07:44:44.904","active","8.030","57"
"568","N15","8.07","8.44","0.37","0.363","0.33","N150033__859.2961742058529","2025-01-09 07:23:05.951","2025-01-10 07:45:48.561","active","8.230","57"
"569","N15","6.83","6.96","0.13","0.123","0.11","N150011__351.39928582085946","2025-01-09 07:24:37.934","2025-01-10 07:47:09.394","active","6.790","57"
"570","N15","8.49","8.79","0.3","0.293","0.26","N150026__746.3571117816294","2025-01-09 07:24:56.240","2025-01-10 07:49:06.839","active","8.620","57"
"571","N15","7.01","7.23","0.22","0.213","0.19","N150019__208.0604823551029","2025-01-09 07:25:15.558","2025-01-10 07:50:18.374","active","7.070","57"
"572","N15","6.84","6.96","0.12","0.113","0.1","N150010__847.36541786427","2025-01-09 07:25:31.471","2025-01-10 07:51:56.701","active","6.810","57"
